Year,Team,Player,Position,Contract,Status
2013,Denver Broncos,Moreno,RB,"$3,288,800",Active
2013,Denver Broncos,Woodyard,ILB,"$3,250,000",Active
2013,Denver Broncos,Vasquez,G,"$3,250,000",Active
2013,Denver Broncos,Tamme,TE,"$3,125,000",Active
2013,Denver Broncos,Rodgers-Cromartie,CB,"$2,900,000",Active
2013,Denver Broncos,Thomas,WR,"$2,592,750",Active
2013,Denver Broncos,Vickerson,DT,"$2,500,000",IR
2013,Denver Broncos,Ayers,DE,"$2,241,250",Active
2013,Denver Broncos,Kuper,G,"$2,165,166",Active
2013,Denver Broncos,Adams,FS,"$2,000,000",Active
2013,Denver Broncos,Colquitt,P,"$2,000,000",Active
2013,Denver Broncos,Williams,ILB,"$1,832,500",Active
2013,Denver Broncos,Knighton,DT,"$1,750,000",Active
2013,Denver Broncos,Clark,LT,"$1,548,666",Active
2013,Denver Broncos,Lenon,ILB,"$1,540,000",Active
2013,Denver Broncos,Decker,WR,"$1,506,037",Active
2013,Denver Broncos,Jammer,S,"$1,500,000",Active
2013,Denver Broncos,Phillips,DE,"$1,400,000",Active
2013,Denver Broncos,Williams,DT,"$1,378,500",Active
2013,Denver Broncos,Ramirez,G,"$1,231,666",Active
2013,Denver Broncos,Moore,FS,"$1,213,125",IR
2013,Denver Broncos,Bruton,SS,"$1,200,000",Active
2013,Denver Broncos,Bradley,ILB,"$1,200,000",Active
2013,Denver Broncos,Franklin,G,"$1,188,000",Active
2013,Denver Broncos,Wolfe,DE,"$1,183,363",Active
2013,Denver Broncos,Walton,C,"$1,167,353",Active
2013,Denver Broncos,Beadles,G,"$1,060,000",Active
2013,Denver Broncos,Koppen,C,"$1,015,000",Active
2013,Denver Broncos,Caldwell,WR,"$1,000,000",Active
2013,Denver Broncos,Justice,LT,"$991,176",Active
2013,Denver Broncos,Osweiler,QB,"$799,244",Active
2013,Denver Broncos,Florence,CB,"$750,000",Active
2013,Denver Broncos,Irving,ILB,"$728,750",Active
2013,Denver Broncos,Carter,CB,"$715,000",Active
2013,Denver Broncos,Hillman,RB,"$687,708",Active
2013,Denver Broncos,Carter,S,"$668,750",IR
2013,Denver Broncos,Mays,ILB,"$666,666",Active
2013,Denver Broncos,Thomas,TE,"$651,000",Active
2013,Denver Broncos,Ball,RB,"$629,878",Active
2013,Denver Broncos,Bolden,FS,"$598,607",Active
2013,Denver Broncos,Green,TE,"$571,236",Active
2013,Denver Broncos,Harris,CB,"$555,668",Active
2013,Detroit Lions,Stafford,QB,"$17,820,000",Active
2013,Detroit Lions,Suh,DT,"$10,492,500",Active
2013,Detroit Lions,Johnson,WR,"$8,773,000",Active
2013,Detroit Lions,Vanden Bosch,DE,"$5,723,750",Active
2013,Detroit Lions,Tulloch,ILB,"$4,800,000",Active
2013,Detroit Lions,Burleson,WR,"$4,031,645",Active
2013,Detroit Lions,Pettigrew,TE,"$3,470,000",IR
2013,Detroit Lions,Sims,G,"$3,425,000",Active
2013,Detroit Lions,Ansah,DE,"$3,380,818",Active
2013,Detroit Lions,Raiola,C,"$3,262,500",Active
2013,Detroit Lions,Hill,QB,"$3,250,000",Active
2013,Detroit Lions,Scheffler,TE,"$2,950,000",Active
2013,Detroit Lions,Fairley,DT,"$2,697,000",Active
2013,Detroit Lions,Houston,CB,"$2,300,000",Active
2013,Detroit Lions,Quin,FS,"$2,050,000",Active
2013,Detroit Lions,Bush,RB,"$2,000,000",Active
2013,Detroit Lions,Levy,OLB,"$2,000,000",Active
2013,Detroit Lions,Jones,DE,"$1,833,333",IR
2013,Detroit Lions,Reiff,T,"$1,816,750",Active
2013,Detroit Lions,Young,OLB,"$1,500,000",Active
2013,Detroit Lions,Palmer,OLB,"$1,333,333",Active
2013,Detroit Lions,Fox,RT,"$1,323,000",Active
2013,Detroit Lions,Delmas,FS,"$1,215,000",Active
2013,Detroit Lions,Best,RB,"$1,100,500",Active
2013,Detroit Lions,Thomas,WR,"$1,050,000",Active
2013,Detroit Lions,Mosley,DT,"$1,025,000",Active
2013,Detroit Lions,Hilliard,RT,"$980,000",Active
2013,Detroit Lions,Owens,FB,"$975,000",Active
2013,Detroit Lions,Slay,CB,"$961,691",Active
2013,Detroit Lions,Leshoure,RB,"$939,258",Active
2013,Detroit Lions,Harris,C,"$937,500",Active
2013,Detroit Lions,Wendling,S,"$923,333",Active
2013,Detroit Lions,Young,WR,"$908,662",Active
2013,Detroit Lions,Carey,SS,"$880,000",Active
2013,Detroit Lions,Broyles,WR,"$836,023",Active
2013,Detroit Lions,Backus,T,"$750,000",Active
2013,Detroit Lions,Greenwood,OLB,"$650,000",Active
2013,Detroit Lions,Bentley,CB,"$637,278",Active
2013,Detroit Lions,Bell,RB,"$630,000",Active
2013,Detroit Lions,Akers,K,"$620,000",Active
2013,Detroit Lions,Gandy,G,"$620,000",Active
2013,Detroit Lions,Muhlbach,LS,"$620,000",Active
2013,Detroit Lions,Idonije,DE,"$620,000",Active
2013,Detroit Lions,Bannan,DT,"$620,000",Active
2013,Detroit Lions,Warford,G,"$579,250",Active
2013,Detroit Lions,Mathis,CB,"$555,000",Active
2013,Detroit Lions,McIntosh,OLB,"$555,000",Active
2013,Detroit Lions,Durham,WR,"$555,000",Active
2013,Detroit Lions,Gomes,S,"$555,000",Active
2013,Detroit Lions,Spurlock,WR,"$555,000",Active
2013,Green Bay Packers,Rodgers,QB,"$11,650,000",Active
2013,Green Bay Packers,Finley,TE,"$8,750,000",Active
2013,Green Bay Packers,Williams,CB,"$8,500,000",Active
2013,Green Bay Packers,Matthews Jr.,OLB,"$6,710,000",Active
2013,Green Bay Packers,Pickett,DT,"$6,700,000",Active
2013,Green Bay Packers,Raji,DT,"$6,595,000",Active
2013,Green Bay Packers,Sitton,G,"$5,550,000",Active
2013,Green Bay Packers,Hawk,OLB,"$5,200,000",Active
2013,Green Bay Packers,Nelson,WR,"$3,975,000",Active
2013,Green Bay Packers,Jones,WR,"$3,750,000",Active
2013,Green Bay Packers,Burnett,SS,"$3,191,775",Active
2013,Green Bay Packers,Lang,G,"$3,100,000",Active
2013,Green Bay Packers,Kuhn,FB,"$2,600,000",Active
2013,Green Bay Packers,Jones,ILB,"$2,425,000",Active
2013,Green Bay Packers,Crosby,K,"$2,350,000",Active
2013,Green Bay Packers,Bulaga,RT,"$2,125,500",IR
2013,Green Bay Packers,Shields,CB,"$2,023,000",Active
2013,Green Bay Packers,Sherrod,RT,"$1,800,546",Active
2013,Green Bay Packers,Bush,CB,"$1,783,333",Active
2013,Green Bay Packers,Perry,OLB,"$1,704,375",Active
2013,Green Bay Packers,Jones,DT,"$1,403,016",Active
2013,Green Bay Packers,Quarless,TE,"$1,368,606",Active
2013,Green Bay Packers,Newhouse,RT,"$1,360,462",Active
2013,Green Bay Packers,Smith,C,"$1,323,000",Active
2013,Green Bay Packers,Masthay,P,"$1,105,000",Active
2013,Green Bay Packers,Neal,OLB,"$920,000",Active
2013,Green Bay Packers,Worthy,DT,"$897,319",Active
2013,Green Bay Packers,Cobb,WR,"$875,297",Active
2013,Green Bay Packers,Saturday,C,"$825,000",Active
2013,Green Bay Packers,Goode,LS,"$821,250",Active
2013,Green Bay Packers,Bishop,OLB,"$800,000",Active
2013,Green Bay Packers,Hayward,CB,"$752,253",IR
2013,Green Bay Packers,Francois,ILB,"$725,000",Active
2013,Green Bay Packers,Jolly,DE,"$715,000",Active
2013,Green Bay Packers,Starks,RB,"$655,075",Active
2013,Green Bay Packers,Wilson,DT,"$642,590",Active
2013,Green Bay Packers,House,CB,"$630,145",Active
2013,Green Bay Packers,Lacy,RB,"$616,802",Active
2013,Green Bay Packers,Taylor,TE,"$569,794",Active
2013,Green Bay Packers,Lattimore,ILB,"$556,668",Active
2013,Green Bay Packers,Jennings,S,"$555,833",Active
2013,Green Bay Packers,Daniels,DT,"$555,146",Active
2013,Green Bay Packers,Harris,RB,"$555,000",IR
2013,Green Bay Packers,Bakhtiari,LT,"$518,850",Active
2013,Green Bay Packers,Tretter,C,"$508,977",Active
2013,Green Bay Packers,Franklin,RB,"$506,367",Active
2013,Green Bay Packers,Richardson,SS,"$481,667",Active
2013,Green Bay Packers,Barclay,RT,"$480,833",Active
2013,Green Bay Packers,Boykin,WR,"$480,000",Active
2013,Green Bay Packers,Wallace,QB,"$457,412",Active
2013,Houston Texans,Johnson,WR,"$11,811,251",Active
2013,Houston Texans,Joseph,CB,"$11,250,000",IR
2013,Houston Texans,Schaub,QB,"$10,750,000",Active
2013,Houston Texans,Smith,DE,"$9,147,059",Active
2013,Houston Texans,Foster,RB,"$8,250,000",IR
2013,Houston Texans,Daniels,TE,"$5,750,000",IR
2013,Houston Texans,Myers,C,"$5,500,000",Active
2013,Houston Texans,Manning,S,"$5,500,000",Active
2013,Houston Texans,Brown,LT,"$5,000,000",Active
2013,Houston Texans,Cushing,ILB,"$4,240,500",IR
2013,Houston Texans,Smith,G,"$3,750,000",Active
2013,Houston Texans,Watt,DE,"$3,064,772",Active
2013,Houston Texans,Reed,S,"$2,770,833",Active
2013,Houston Texans,Jackson,CB,"$2,240,000",Active
2013,Houston Texans,Walter,WR,"$2,000,000",Active
2013,Houston Texans,Mercilus,OLB,"$1,735,020",Active
2013,Houston Texans,Hopkins,WR,"$1,386,673",Active
2013,Houston Texans,McCain,CB,"$1,350,000",Active
2013,Houston Texans,Lechler,P,"$1,333,333",Active
2013,Houston Texans,Reed,OLB,"$1,281,867",Active
2013,Houston Texans,Mays,ILB,"$1,075,000",Active
2013,Houston Texans,Jones,FB,"$1,000,000",Active
2013,Houston Texans,Harris,CB,"$899,816",Active
2013,Houston Texans,Tate,RB,"$899,250",IR
2013,Houston Texans,Mitchell,DT,"$827,125",Active
2013,Houston Texans,Jamison,DE,"$825,000",Active
2013,Houston Texans,Sharpton,ILB,"$763,735",Active
2013,Houston Texans,Graham,TE,"$750,025",IR
2013,Houston Texans,Weeks,LS,"$693,750",Active
2013,Houston Texans,Posey,WR,"$681,023",Active
2013,Houston Texans,Brooks,G,"$654,359",Active
2013,Houston Texans,Gardner,G,"$650,000",Active
2013,Houston Texans,Swearinger,FS,"$634,782",Active
2013,Houston Texans,Harris,LT,"$620,000",Active
2013,Houston Texans,Yates,QB,"$601,250",Active
2013,Houston Texans,Jones,C,"$600,362",Active
2013,Houston Texans,Martin,WR,"$583,140",Active
2013,Houston Texans,Crick,DE,"$577,875",Active
2013,Houston Texans,Newton,RT,"$570,064",Active
2013,Houston Texans,Jean,WR,"$556,667",Active
2013,Houston Texans,Braman,OLB,"$555,667",Active
2013,Houston Texans,Keo,SS,"$555,000",Active
2013,Houston Texans,McClain,DT,"$555,000",Active
2013,Houston Texans,Dobbins,ILB,"$555,000",Active
2013,Houston Texans,White,C,"$480,000",Active
2013,Houston Texans,Bullock,K,"$449,527",Active
2013,Houston Texans,Griffin,TE,"$424,670",Active
2013,Houston Texans,Williams,RT,"$423,725",Active
2013,Houston Texans,Bouye,CB,"$406,666",IR
2013,Houston Texans,Tuggle,ILB,"$405,833",Active
2013,Indianapolis Colts,Mathis,OLB,"$10,750,000",Active
2013,Indianapolis Colts,Cherilus,RT,"$8,400,000",Active
2013,Indianapolis Colts,Wayne,WR,"$8,166,666",IR
2013,Indianapolis Colts,Bethea,FS,"$5,750,000",Active
2013,Indianapolis Colts,Landry,S,"$5,750,000",Active
2013,Indianapolis Colts,Luck,QB,"$5,024,545",Active
2013,Indianapolis Colts,Brackett,LB,"$4,800,000",Active
2013,Indianapolis Colts,Jean Francois,DT,"$4,625,000",Active
2013,Indianapolis Colts,Redding,DE,"$4,391,667",Active
2013,Indianapolis Colts,Toler,CB,"$4,333,333",Active
2013,Indianapolis Colts,Satele,C,"$3,866,667",Active
2013,Indianapolis Colts,Hasselbeck,QB,"$3,500,000",Active
2013,Indianapolis Colts,Vinatieri,K,"$3,400,000",Active
2013,Indianapolis Colts,Walden,OLB,"$3,073,529",Active
2013,Indianapolis Colts,McAfee,P,"$2,977,000",Active
2013,Indianapolis Colts,Thomas,G,"$2,750,000",Active
2013,Indianapolis Colts,Brown,RB,"$2,720,000",Active
2013,Indianapolis Colts,McGlynn,G,"$2,575,000",Active
2013,Indianapolis Colts,Heyward-Bey,WR,"$2,500,000",Active
2013,Indianapolis Colts,Castonzo,LT,"$2,182,117",Active
2013,Indianapolis Colts,Bradshaw,RB,"$1,918,750",Active
2013,Indianapolis Colts,Davis,CB,"$1,861,250",Active
2013,Indianapolis Colts,Hughes,DE,"$1,552,500",Active
2013,Indianapolis Colts,Butler,FS,"$1,500,000",Active
2013,Indianapolis Colts,Werner,OLB,"$1,435,708",Active
2013,Indianapolis Colts,Linkenbach,RT,"$1,323,000",Active
2013,Indianapolis Colts,Vaughn,CB,"$1,323,000",Active
2013,Indianapolis Colts,Richardson,RB,"$1,321,354",Active
2013,Indianapolis Colts,Moala,DE,"$1,250,000",Active
2013,Indianapolis Colts,Angerer,ILB,"$1,222,500",IR
2013,Indianapolis Colts,Fleener,TE,"$1,214,011",Active
2013,Indianapolis Colts,Franklin,DT,"$1,005,000",Active
2013,Indianapolis Colts,Zbikowski,S,"$783,334",Active
2013,Indianapolis Colts,Allen,TE,"$702,826",IR
2013,Indianapolis Colts,Sheppard,ILB,"$644,243",Active
2013,Indianapolis Colts,Conner,ILB,"$641,309",Active
2013,Indianapolis Colts,Brown,FS,"$630,000",Active
2013,Indianapolis Colts,Mathews,DT,"$630,000",Active
2013,Indianapolis Colts,Sidbury,OLB,"$620,000",Active
2013,Indianapolis Colts,Hilton,WR,"$616,850",Active
2013,Indianapolis Colts,Hughes,DE,"$560,000",Active
2013,Indianapolis Colts,Gordy,CB,"$555,000",Active
2013,Indianapolis Colts,Reitz,G,"$555,000",Active
2013,Indianapolis Colts,Lutrus,ILB,"$555,000",Active
2013,Indianapolis Colts,Thornton,G,"$541,345",Active
2013,Indianapolis Colts,Ballard,RB,"$516,140",Active
2013,Indianapolis Colts,Holmes,C,"$510,027",Active
2013,Indianapolis Colts,Studebaker,OLB,"$504,706",Active
2013,Indianapolis Colts,Freeman,ILB,"$486,666",Active
2013,Indianapolis Colts,Havili,FB,"$480,000",Active
2013,Jacksonville Jaguars,Robinson,WR,"$9,000,000",Active
2013,Jacksonville Jaguars,Posluszny,OLB,"$8,500,000",Active
2013,Jacksonville Jaguars,Jones-Drew,RB,"$6,800,000",Active
2013,Jacksonville Jaguars,Nwaneri,G,"$5,894,500",Active
2013,Jacksonville Jaguars,Lewis,TE,"$5,750,000",Active
2013,Jacksonville Jaguars,Henne,QB,"$4,650,000",Active
2013,Jacksonville Jaguars,Babin,DE,"$4,325,000",Active
2013,Jacksonville Jaguars,Landry,S,"$3,900,000",Active
2013,Jacksonville Jaguars,Joeckel,G,"$3,854,836",IR
2013,Jacksonville Jaguars,Session,LB,"$3,700,000",Active
2013,Jacksonville Jaguars,Alualu,DE,"$3,615,000",Active
2013,Jacksonville Jaguars,Scobee,K,"$3,287,500",Active
2013,Jacksonville Jaguars,Gabbert,QB,"$3,273,176",Active
2013,Jacksonville Jaguars,Blackmon,WR,"$3,265,563",Active
2013,Jacksonville Jaguars,Lowery,FS,"$3,125,000",Active
2013,Jacksonville Jaguars,Allen,OLB,"$2,816,667",Active
2013,Jacksonville Jaguars,Monroe,LT,"$2,618,617",Active
2013,Jacksonville Jaguars,Kampman,DE,"$2,500,000",Active
2013,Jacksonville Jaguars,Mincey,DE,"$2,000,000",Active
2013,Jacksonville Jaguars,Miller,DT,"$1,750,000",IR
2013,Jacksonville Jaguars,Mincey,DE,"$1,550,000",Active
2013,Jacksonville Jaguars,Marks,DT,"$1,500,000",Active
2013,Jacksonville Jaguars,Meester,C,"$1,500,000",Active
2013,Jacksonville Jaguars,Thomas,WR,"$1,500,000",Active
2013,Jacksonville Jaguars,Branch,DE,"$1,156,803",Active
2013,Jacksonville Jaguars,Forsett,RB,"$1,050,000",IR
2013,Jacksonville Jaguars,Cyprien,SS,"$994,382",Active
2013,Jacksonville Jaguars,Hayes,OLB,"$937,500",Active
2013,Jacksonville Jaguars,Owens,FB,"$900,000",Active
2013,Jacksonville Jaguars,Rackley,G,"$794,802",IR
2013,Jacksonville Jaguars,Ball,CB,"$765,000",Active
2013,Jacksonville Jaguars,Lowery,FS,"$750,000",Active
2013,Jacksonville Jaguars,Shorts,WR,"$728,767",IR
2013,Jacksonville Jaguars,Prosinski,SS,"$720,039",Active
2013,Jacksonville Jaguars,Anger,P,"$675,538",Active
2013,Jacksonville Jaguars,Mosley,DT,"$666,667",Active
2013,Jacksonville Jaguars,Ross,CB,"$666,667",Active
2013,Jacksonville Jaguars,Harbor,TE,"$630,000",Active
2013,Jacksonville Jaguars,Deaderick,DT,"$630,000",IR
2013,Jacksonville Jaguars,Gratz,CB,"$579,394",Active
2013,Jacksonville Jaguars,Price,WR,"$575,000",IR
2013,Jacksonville Jaguars,Bradfield,RT,"$556,668",Active
2013,Jacksonville Jaguars,Blackmon,CB,"$555,000",Active
2013,Jacksonville Jaguars,Reisner,TE,"$555,000",Active
2013,Jacksonville Jaguars,Todman,RB,"$555,000",Active
2013,Jacksonville Jaguars,Burton,WR,"$555,000",IR
2013,Jacksonville Jaguars,Sanders,WR,"$518,282",Active
2013,Jacksonville Jaguars,Harris,CB,"$508,947",Active
2013,Jacksonville Jaguars,Whimper,G,"$500,000",Active
2013,Jacksonville Jaguars,Brewster,C,"$483,333",Active
2013,Kansas City Chiefs,Hali,OLB,"$15,464,706",Active
2013,Kansas City Chiefs,Berry,SS,"$10,211,700",Active
2013,Kansas City Chiefs,Albert,LT,"$9,828,000",Active
2013,Kansas City Chiefs,Smith,QB,"$9,750,000",Active
2013,Kansas City Chiefs,Jackson,DE,"$7,200,000",Active
2013,Kansas City Chiefs,Flowers,CB,"$6,600,000",Active
2013,Kansas City Chiefs,Charles,RB,"$4,333,333",Active
2013,Kansas City Chiefs,Fisher,LT,"$4,034,636",Active
2013,Kansas City Chiefs,Bowe,WR,"$4,000,000",Active
2013,Kansas City Chiefs,Cassel,QB,"$3,950,000",Active
2013,Kansas City Chiefs,Johnson,ILB,"$3,500,000",Active
2013,Kansas City Chiefs,Smith,CB,"$3,000,000",Active
2013,Kansas City Chiefs,Winston,RT,"$3,000,000",Active
2013,Kansas City Chiefs,Breaston,WR,"$3,000,000",Active
2013,Kansas City Chiefs,Robinson,CB,"$2,750,000",Active
2013,Kansas City Chiefs,Dorsey,DE,"$2,700,000",Active
2013,Kansas City Chiefs,Poe,DT,"$2,572,728",Active
2013,Kansas City Chiefs,Fasano,TE,"$2,375,000",Active
2013,Kansas City Chiefs,DeVito,DE,"$2,300,000",Active
2013,Kansas City Chiefs,Colquitt,P,"$1,850,000",Active
2013,Kansas City Chiefs,Avery,WR,"$1,800,000",Active
2013,Kansas City Chiefs,Daniel,QB,"$1,800,000",Active
2013,Kansas City Chiefs,Asamoah,G,"$1,551,030",Active
2013,Kansas City Chiefs,Succop,K,"$1,473,750",Active
2013,Kansas City Chiefs,McCluster,RB,"$1,400,000",Active
2013,Kansas City Chiefs,Lewis,FS,"$1,374,725",Active
2013,Kansas City Chiefs,Boss,TE,"$1,166,667",Active
2013,Kansas City Chiefs,Allen,G,"$1,055,414",Active
2013,Kansas City Chiefs,Baldwin,WR,"$998,018",Active
2013,Kansas City Chiefs,Hudson,C,"$956,209",Active
2013,Kansas City Chiefs,Moeaki,TE,"$778,215",Active
2013,Kansas City Chiefs,Houston,DE,"$747,812",Active
2013,Kansas City Chiefs,Bailey,DE,"$718,986",Active
2013,Kansas City Chiefs,Jenkins,WR,"$705,797",Active
2013,Kansas City Chiefs,Schwartz,G,"$700,000",Active
2013,Kansas City Chiefs,Stephenson,LT,"$664,375",Active
2013,Kansas City Chiefs,Zombo,OLB,"$650,000",Active
2013,Kansas City Chiefs,Kelce,TE,"$580,826",IR
2013,Kansas City Chiefs,Gafford,LS,"$565,000",Active
2013,Kansas City Chiefs,Abdullah,FS,"$555,000",Active
2013,Kansas City Chiefs,Demps,SS,"$555,000",Active
2013,Kansas City Chiefs,Jordan,ILB,"$555,000",Active
2013,Kansas City Chiefs,Parker,FS,"$555,000",Active
2013,Kansas City Chiefs,Sherman,FB,"$555,000",Active
2013,Kansas City Chiefs,Henry,G,"$555,000",Active
2013,Kansas City Chiefs,Davis,RB,"$531,504",Active
2013,Kansas City Chiefs,Johnson,ILB,"$526,500",Active
2013,Kansas City Chiefs,Gray,RB,"$514,918",Active
2013,Kansas City Chiefs,Howard,DE,"$480,000",Active
2013,Kansas City Chiefs,Moses,OLB,"$480,000",Active
2013,Las Vegas Raiders,Seymour,DT,"$13,714,000",Active
2013,Las Vegas Raiders,McFadden,RB,"$9,685,084",Active
2013,Las Vegas Raiders,Palmer,QB,"$9,340,000",Active
2013,Las Vegas Raiders,McClain,ILB,"$7,260,000",Active
2013,Las Vegas Raiders,Kelly,DT,"$6,324,270",Active
2013,Las Vegas Raiders,Heyward-Bey,WR,"$5,260,000",Active
2013,Las Vegas Raiders,Janikowski,K,"$4,960,000",Active
2013,Las Vegas Raiders,Flynn,QB,"$3,875,000",Active
2013,Las Vegas Raiders,Branch,SS,"$3,872,000",IR
2013,Las Vegas Raiders,Huff,S,"$3,288,750",Active
2013,Las Vegas Raiders,Brisiel,G,"$2,810,000",Active
2013,Las Vegas Raiders,Walker,DE,"$2,000,000",Active
2013,Las Vegas Raiders,Hayden,CB,"$1,877,036",IR
2013,Las Vegas Raiders,Burnett,OLB,"$1,857,500",Active
2013,Las Vegas Raiders,Reece,FB,"$1,857,485",Active
2013,Las Vegas Raiders,Woodson,SS,"$1,800,000",Active
2013,Las Vegas Raiders,Sims,DT,"$1,750,000",Active
2013,Las Vegas Raiders,Roach,ILB,"$1,636,250",Active
2013,Las Vegas Raiders,Veldheer,RT,"$1,546,750",Active
2013,Las Vegas Raiders,Jenkins,CB,"$1,500,000",Active
2013,Las Vegas Raiders,Boss,TE,"$1,500,000",Active
2013,Las Vegas Raiders,Ford,WR,"$1,451,871",Active
2013,Las Vegas Raiders,Maiava,ILB,"$1,408,333",Active
2013,Las Vegas Raiders,Porter,CB,"$1,406,250",Active
2013,Las Vegas Raiders,Curry,OLB,"$1,131,000",Active
2013,Las Vegas Raiders,Wisniewski,G,"$1,127,837",Active
2013,Las Vegas Raiders,Condo,LS,"$1,125,833",Active
2013,Las Vegas Raiders,Houston,OLB,"$1,078,750",Active
2013,Las Vegas Raiders,Hunter,DE,"$1,000,000",Active
2013,Las Vegas Raiders,Young,S,"$985,000",Active
2013,Las Vegas Raiders,Barnes,LT,"$915,000",Active
2013,Las Vegas Raiders,Watson,RT,"$871,791",Active
2013,Las Vegas Raiders,Adams,CB,"$775,000",Active
2013,Las Vegas Raiders,Pryor,WR,"$741,517",Active
2013,Las Vegas Raiders,Jones,RB,"$656,250",Active
2013,Las Vegas Raiders,Jennings,RB,"$630,000",Active
2013,Las Vegas Raiders,Mastrud,TE,"$630,000",Active
2013,Las Vegas Raiders,Tollefson,DE,"$625,000",Active
2013,Las Vegas Raiders,Bergstrom,C,"$606,504",IR
2013,Las Vegas Raiders,Moore,WR,"$602,513",Active
2013,Las Vegas Raiders,Gurode,C,"$595,622",Active
2013,Las Vegas Raiders,Moore,OLB,"$577,708",Active
2013,Las Vegas Raiders,Ausberry,TE,"$566,475",IR
2013,Las Vegas Raiders,Burris,ILB,"$555,146",Active
2013,Las Vegas Raiders,Pashos,RT,"$555,000",Active
2013,Las Vegas Raiders,Chekwa,CB,"$555,000",Active
2013,Las Vegas Raiders,Crawford,DT,"$525,606",Active
2013,Las Vegas Raiders,Criner,WR,"$516,140",Active
2013,Las Vegas Raiders,Sanford,DE,"$492,353",Active
2013,Las Vegas Raiders,Nix,G,"$484,166",Active
2013,Los Angeles Chargers,Rivers,QB,"$13,776,666",Active
2013,Los Angeles Chargers,Weddle,FS,"$8,600,000",Active
2013,Los Angeles Chargers,Gates,TE,"$6,862,500",Active
2013,Los Angeles Chargers,Clary,G,"$5,700,000",Active
2013,Los Angeles Chargers,Meachem,WR,"$5,000,000",Active
2013,Los Angeles Chargers,Johnson,OLB,"$4,500,000",Active
2013,Los Angeles Chargers,Royal,WR,"$4,500,000",Active
2013,Los Angeles Chargers,Hardwick,C,"$4,350,000",Active
2013,Los Angeles Chargers,Scifres,P,"$3,785,000",Active
2013,Los Angeles Chargers,Freeney,OLB,"$3,562,500",IR
2013,Los Angeles Chargers,McClain,FB,"$3,083,333",Active
2013,Los Angeles Chargers,Mathews,RB,"$2,829,250",Active
2013,Los Angeles Chargers,Floyd,WR,"$2,666,666",Active
2013,Los Angeles Chargers,English,OLB,"$2,440,000",Active
2013,Los Angeles Chargers,Liuget,DT,"$2,267,930",Active
2013,Los Angeles Chargers,Cox,CB,"$2,100,000",Active
2013,Los Angeles Chargers,Fluker,G,"$2,073,182",Active
2013,Los Angeles Chargers,Gaither,T,"$2,000,000",Active
2013,Los Angeles Chargers,Ingram,OLB,"$1,908,690",Active
2013,Los Angeles Chargers,Meachem,WR,"$1,875,000",Active
2013,Los Angeles Chargers,Dunlap,LT,"$1,825,000",Active
2013,Los Angeles Chargers,Whitehurst,QB,"$1,800,000",Active
2013,Los Angeles Chargers,Butler,ILB,"$1,525,125",Active
2013,Los Angeles Chargers,Thomas,DT,"$1,370,825",Active
2013,Los Angeles Chargers,Alexander,WR,"$1,323,000",Active
2013,Los Angeles Chargers,Phillips,TE,"$1,316,666",IR
2013,Los Angeles Chargers,Rinehart,G,"$1,250,000",Active
2013,Los Angeles Chargers,Woodhead,RB,"$1,250,000",Active
2013,Los Angeles Chargers,Novak,K,"$1,125,000",Active
